yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender
0.5992858302028554,0.11463973558116798,-0.07830940648635754,-1.2540307821925583,2.0505384931913637,0.8016764618837072,-1.576704232796233,-1.0703592946425404,-0.5082732950398012,1.1538967300792615,-1.6832690014289449,-2.445575462394218,0.121193657072727,0.1813491795500684,2.3115578005119257
-1.7531321848303423,0.11692449423136474,-0.3247325796235277,0.8371963866017761,0.6723216902780168,0.49203405474096246,-0.7592759707402779,-0.5098319881505307,1.3474125759022832,0.02478183920454366,0.34066969727555485,-1.3592311162295032,0.6841888811808972,-0.6400688616097129,0.7158505564488659
-0.660353550136321,-2.9358227000878605,-0.36485288393281146,-0.10331994537703929,-0.38012818848273977,-0.5231929773921201,1.4221303878376992,0.6619613192119326,-0.27940681297905134,1.6080069868599245,0.5398487202427203,1.0570323336736958,-0.7204352181061296,0.27705896414163667,-0.3829707288079954
0.2462589611774535,0.5058149447859678,-0.623566703503681,0.03841976013308734,-0.3238880795962088,-0.7561388621622648,0.3853524207284969,-1.5012694032607101,-1.4273896257241618,0.30027312146635227,-1.0141940565777614,-1.1387478865216933,1.7441066062079544,-1.5422266092779437,-0.4801756343910741
0.1630173944890375,1.4569304828811194,-0.05398602790544447,1.2586222289694264,2.7405516948717183,0.6206051054963503,0.2997867302794426,0.4843502978352615,1.322498185672354,0.934692521799937,-1.1575486522607896,-2.3256777808539937,-0.9281422019662084,1.6143050433077273,3.1605393043549483
-0.5989718129528336,-0.19120985837078006,0.5054102605442687,0.06640834158030634,-0.4283606406351717,-1.5677147778238134,-0.12823286632712505,-0.6548408578719597,0.06549844127158122,-0.7118222072785808,1.2985172487846748,0.20657968129134796,0.32652088860098416,0.5015660727116493,-0.505846794027231
-1.7490746943043989,-0.48258220149736997,1.230271385237728,1.7370319988892664,2.593895753048604,2.0050413450621174,1.3212536068327072,1.6825677923485187,-1.1101766562213964,-0.5003994320705248,0.9799855540771919,-2.4436461384335635,-0.5981837675938315,-0.24105060116579669,2.9731184039043685
-1.3352262856810988,0.7264957264679123,0.693289997983593,1.3109335889943898,0.9286499175020546,0.5339756583020464,0.9899348107366667,1.9110386310701122,0.5317383865465404,-0.3464744035406688,0.1934534303003427,-1.8909099558030884,0.9606048775161394,-0.22040046094238788,0.9877589595340189
1.0804239222660064,-1.0394527592406015,-1.3803235968061391,0.2571951057939358,2.728412017901989,1.3676711517925195,-0.08091623291209767,-1.693378041096258,1.1719348661017563,-1.300736577435666,0.756030940108664,-2.063583650681111,-1.21515401913314,0.5910161059958374,3.165536143319588
0.10031943582304662,1.4413604649183596,-0.5972048243448291,-1.2437788703015802,-1.6662516018731437,3.021121883830217,-0.07057068811405674,-2.560192797694201,0.325063403168627,-0.8734109508894236,0.026626159798545258,1.169716606537081,0.8467608341180958,1.2902958857665698,-1.9400345464243796
